	G1_rep1	G1_rep2	G1_rep3	G2_rep1	G2_rep2	G2_rep3
gene_16773	1	0	2	0	0	1
gene_16774	30	42	35	42	24	36
gene_16775	30	47	27	32	43	20
gene_16776	6	2	10	0	1	1
gene_16777	22	2	4	26	45	1
gene_16778	0	1	15	29	1	1
gene_16779	95	105	82	86	92	72
gene_16780	35	23	15	18	10	23
gene_16781	2221	2378	1470	2597	1740	1630
gene_16782	88	98	65	157	207	73
gene_16783	5	60	3	2	102	5
gene_16784	20	40	15	32	11	43
gene_16785	37	44	18	27	7	32
gene_16786	7	7	6	9	16	4
gene_16787	4	6	3	11	13	8
gene_16788	10	11	13	6	11	10
gene_16789	1676	1663	1843	1682	1644	1881
gene_16790	107	142	106	150	106	96
gene_16791	29	27	22	19	19	12
gene_16792	332	303	211	92	291	196
gene_16793	31	50	6	39	54	29
gene_16794	1	43	27	22	40	26
gene_16795	50	95	64	34	35	94
gene_16796	24	27	45	27	45	32
gene_16797	4	4	0	0	0	0
gene_16798	55	33	42	64	78	58
gene_16799	51	51	5	15	27	35
gene_16800	298	252	205	155	249	219
gene_16801	66	61	123	41	63	93
gene_16802	6	7	6	1	4	7
gene_16803	82	47	74	81	63	55
gene_16804	0	0	0	0	0	0
gene_16805	16	4	4	0	7	3
gene_16806	166	120	161	143	145	134
gene_16807	242	209	303	265	307	295
gene_16808	139	130	135	122	97	162
gene_16809	27	15	10	11	16	9
gene_16810	2	7	7	6	1	4
gene_16811	0	2	0	3	0	0
gene_16812	1	2	0	1	0	1
gene_16813	397	496	393	491	509	523
gene_16814	1	16	10	7	12	9
gene_16815	140	136	98	110	140	108
gene_16816	0	0	0	0	1	0
gene_16817	1	1	5	2	18	2
gene_16818	9	10	7	7	6	12
gene_16819	19	31	27	30	32	19
gene_16820	83	108	138	77	100	31
gene_16821	2	27	16	0	1	7
gene_16822	41	1	46	12	0	0
gene_16823	3	2	2	5	1	1
gene_16824	30	44	51	50	43	23
gene_16825	0	0	3	0	2	0
gene_16826	50	66	45	80	15	25
gene_16827	299	349	369	382	228	444
gene_16828	3	1	6	1	4	3
gene_16829	0	3	0	2	3	1
gene_16830	10	7	13	20	16	12
gene_16831	24	16	19	26	20	10
gene_16832	24	36	41	57	26	33
gene_16833	260	260	286	105	219	123
gene_16834	4	17	0	1	0	0
gene_16835	1	0	2	2	2	3
gene_16836	17199	19531	15538	37109	19122	26213
gene_16837	84	82	100	144	60	100
gene_16838	5	21	20	13	42	2
gene_16839	0	5	0	4	0	0
gene_16840	50	50	43	40	37	58
gene_16841	60	30	54	111	29	27
gene_16842	1	2	3	0	0	1
gene_16843	18	26	68	50	93	23
gene_16844	8	25	11	13	11	5
gene_16845	206	35	56	95	79	152
gene_16846	0	1	1	9	0	2
gene_16847	2	1	5	7	1	2
gene_16848	8	52	62	4	40	10
gene_16849	19	12	9	15	6	7
gene_16850	143	138	101	136	172	143
gene_16851	64	71	47	54	53	31
gene_16852	5	8	5	1	10	4
gene_16853	74	3	0	600	294	9
gene_16854	92	110	111	66	58	73
gene_16855	16	14	17	11	30	16
gene_16856	25	13	32	24	11	23
gene_16857	49	56	47	38	64	114
gene_16858	50	39	25	39	28	56
gene_16859	5	12	10	9	23	10
gene_16860	31	6	21	26	8	12
gene_16861	36	24	33	29	27	35
gene_16862	6	2	0	0	5	1
gene_16863	0	6	1	8	7	1
gene_16864	197	163	199	184	241	175
gene_16865	15	16	67	61	4	10
gene_16866	0	7	0	2	1	4
gene_16867	167	145	171	161	156	144
gene_16868	69	52	43	29	53	58
gene_16869	317	220	364	214	336	318
gene_16870	68	57	84	72	50	87
gene_16871	10	11	3	18	22	11
gene_16872	37	15	74	28	52	47
gene_16873	77	142	238	227	179	156
gene_16874	1267	612	1678	1252	1030	801
gene_16875	1	1	7	2	3	3
gene_16876	27	6	18	25	28	48
gene_16877	1	0	0	1	0	0
gene_16878	8	3	23	48	10	24
gene_16879	11	62	47	40	96	110
gene_16880	62	38	51	47	83	79
gene_16881	82	63	92	109	40	80
gene_16882	269	270	448	220	287	310
gene_16883	35	39	33	24	37	30
gene_16884	1	4	7	2	11	16
gene_16885	0	30	0	1	29	0
gene_16886	8	2	11	11	12	14
gene_16887	28	18	28	24	36	23
gene_16888	30	30	27	15	36	31
gene_16889	16	13	14	6	3	11
gene_16890	2	0	0	0	2	0
gene_16891	32	41	14	92	45	19
gene_16892	173	115	174	152	149	218
gene_16893	0	0	3	1	0	0
gene_16894	0	0	0	3	0	0
gene_16895	0	2	2	0	0	0
gene_16896	11	0	12	5	8	3
gene_16897	18	40	27	68	32	25
gene_16898	1	1	0	9	10	0
gene_16899	16	0	6	6	12	18
gene_16900	18	9	7	0	7	2
gene_16901	40	40	38	43	69	51
gene_16902	19	66	28	29	40	14
gene_16903	1	1	0	1	1	1
gene_16904	43	28	62	70	8	21
gene_16905	5	2	0	2	16	8
gene_16906	0	0	5	2	0	2
gene_16907	1	8	1	1	0	3
gene_16908	70	62	100	161	136	117
gene_16909	7	3	24	17	2	6
gene_16910	0	0	0	0	4	1
gene_16911	0	0	3	4	0	4
gene_16912	0	6	0	0	0	0
gene_16913	0	0	0	2	1	0
gene_16914	1	4	3	3	3	3
gene_16915	125	142	162	147	124	156
gene_16916	191	354	231	393	807	163
gene_16917	1	11	2	0	2	4
gene_16918	17	6	10	9	7	6
gene_16919	187	114	139	140	142	144
gene_16920	48	79	64	75	57	77
gene_16921	102	155	140	110	100	154
gene_16922	19	21	11	11	17	23
gene_16923	67	65	90	66	79	77
gene_16924	11	7	18	13	16	22
gene_16925	22	67	69	27	36	16
gene_16926	272	56	127	74	149	178
gene_16927	62	12	182	121	82	32
gene_16928	167	76	143	223	152	250
gene_16929	38	57	42	51	50	31
gene_16930	0	1	0	0	2	0
gene_16931	18	47	20	13	40	3
gene_16932	46	33	83	53	45	63
gene_16933	1	0	0	11	0	0
gene_16934	30	20	27	44	22	25
gene_16935	5	0	5	6	0	4
gene_16936	23	43	43	36	31	40
gene_16937	997	980	914	965	1000	992
gene_16938	57	59	52	67	29	54
gene_16939	8	56	6	25	13	1
gene_16940	438	583	608	456	399	350
gene_16941	42	30	45	32	37	41
gene_16942	1	1	0	0	0	1
gene_16943	103	90	93	90	101	91
gene_16944	37	61	62	36	38	76
gene_16945	3	0	0	0	0	0
gene_16946	1	7	4	2	7	9
gene_16947	0	7	0	3	0	0
gene_16948	26	66	27	43	78	44
gene_16949	199	145	98	66	100	195
gene_16950	25	41	35	37	39	30
gene_16951	0	0	0	0	0	0
gene_16952	4	24	3	15	9	5
gene_16953	1	0	0	1	0	0
gene_16954	3	3	6	3	5	4
gene_16955	34	10	16	105	22	28
gene_16956	7	9	13	7	23	4
gene_16957	3	1	1	5	4	5
gene_16958	46	35	101	106	74	97
gene_16959	1589	1966	1865	1412	1593	1685
gene_16960	103	88	87	117	151	105
gene_16961	15	5	7	19	5	0
gene_16962	0	0	3	0	4	0
gene_16963	31	37	91	47	57	40
gene_16964	9	10	29	2	2	8
gene_16965	60	69	36	83	58	64
gene_16966	16	4	19	6	4	20
gene_16967	145	104	79	165	114	170
gene_16968	2	2	2	1	0	1
gene_16969	0	0	0	1	0	0
gene_16970	6	0	0	0	5	0
gene_16971	24	11	23	11	30	27
gene_16972	126	215	198	222	98	205
gene_16973	21	28	26	16	16	19
gene_16974	0	1	5	4	2	2
gene_16975	1	1	0	1	1	0
gene_16976	6	4	2	1	2	4
gene_16977	36	50	31	53	41	39
gene_16978	14	23	23	14	19	23
gene_16979	32	47	26	61	31	58
gene_16980	15	15	10	24	14	18
gene_16981	32	54	29	44	64	25
gene_16982	1	0	2	0	0	0
gene_16983	191	232	235	207	224	215
gene_16984	16	4	5	14	8	5
gene_16985	26	21	55	21	21	22
gene_16986	6	2	1	1	0	2
gene_16987	10	9	12	10	12	20
gene_16988	57	22	62	41	72	39
gene_16989	51	38	13	27	47	56
gene_16990	1	2	0	0	0	1
gene_16991	37	38	17	32	34	37
gene_16992	20	30	70	97	230	38
gene_16993	11	10	14	14	21	15
gene_16994	48	47	49	49	63	56
gene_16995	8	12	4	5	4	9
gene_16996	52	33	66	24	32	52
gene_16997	1661	1477	1426	1542	1598	1803
gene_16998	44	63	45	78	40	51
gene_16999	68	86	43	27	30	22
gene_17000	7	6	5	9	5	5
gene_17001	44	82	37	52	58	40
gene_17002	3	1	1	9	2	0
gene_17003	9	30	17	5	10	38
gene_17004	1	1	1	0	0	0
gene_17005	19	12	19	32	3	17
gene_17006	0	0	2	13	5	8
gene_17007	56	33	42	8	5	50
gene_17008	12	7	2	18	34	3
gene_17009	25	26	20	19	18	24
gene_17010	17	12	7	9	17	23
gene_17011	179	86	143	99	70	74
gene_17012	0	2	1	1	0	0
gene_17013	15	12	1	28	21	14
gene_17014	579	505	519	342	306	374
gene_17015	4	2	2	24	5	12
gene_17016	10	14	16	23	15	18
gene_17017	26	53	61	29	48	22
gene_17018	0	8	10	1	2	1
gene_17019	5	1	7	0	0	2
gene_17020	80	142	91	120	169	108
gene_17021	0	0	0	6	1	1
gene_17022	10	6	17	1	4	5
gene_17023	0	1	3	2	2	0
gene_17024	3	3	13	6	4	5
gene_17025	5	4	4	20	20	33
gene_17026	175	224	171	166	247	168
gene_17027	140	139	112	105	117	86
gene_17028	33	34	25	34	32	24
gene_17029	3	5	2	9	1	2
gene_17030	42	47	35	39	42	23
gene_17031	34	36	32	24	39	64
gene_17032	14	9	89	19	27	23
gene_17033	2	6	1	1	4	1
gene_17034	4	1	0	1	1	0
gene_17035	8	0	2	13	3	4
gene_17036	61	83	68	11	130	56
gene_17037	4	20	1	11	1	4
gene_17038	0	0	7	4	1	15
gene_17039	17	18	16	18	17	15
gene_17040	127	87	120	95	84	97
gene_17041	92	77	106	107	78	119
gene_17042	449	258	404	235	157	317
gene_17043	35	13	26	13	21	21
gene_17044	198	283	117	273	204	226
gene_17045	0	3	3	8	0	0
gene_17046	7	4	0	5	2	0
gene_17047	8	13	12	3	1	4
gene_17048	30	41	33	34	52	26
gene_17049	1	0	0	1	0	0
gene_17050	31	37	29	66	54	60
gene_17051	87	118	75	50	54	91
gene_17052	345	89	162	146	248	225
gene_17053	23	20	8	17	23	15
gene_17054	0	1	1	0	0	0
gene_17055	0	0	0	1	0	0
gene_17056	142	173	132	51	96	78
gene_17057	1	0	1	1	0	1
gene_17058	132	113	118	139	122	90
gene_17059	1	2	8	12	20	1
gene_17060	21	20	9	16	17	19
gene_17061	36	26	37	24	39	29
gene_17062	8	0	0	3	2	0
gene_17063	0	0	0	0	0	2
gene_17064	0	1	1	0	0	0
gene_17065	7	4	9	14	14	3
gene_17066	98	237	142	239	127	125
gene_17067	4	2	11	4	1	12
gene_17068	58	49	25	48	62	43
gene_17069	10	5	5	4	1	16
gene_17070	40	36	45	40	32	49
gene_17071	35	31	18	35	45	36
gene_17072	105	118	102	115	114	88
gene_17073	264	189	276	350	290	281
gene_17074	0	0	0	0	0	0
gene_17075	17	19	28	24	8	28
gene_17076	0	0	8	12	2	2
gene_17077	1	2	0	6	2	5
gene_17078	6	6	4	10	4	1
gene_17079	49	90	51	91	35	47
gene_17080	0	1	2	2	1	3
gene_17081	0	1	0	2	0	0
gene_17082	1	8	6	3	2	6
gene_17083	33	13	1	0	3	35
gene_17084	126	106	62	51	246	143
gene_17085	53	51	81	123	73	42
gene_17086	31	21	33	60	22	16
gene_17087	15	21	57	29	28	60
gene_17088	89	70	66	67	73	69
gene_17089	28	99	35	59	88	11
gene_17090	61	87	76	93	72	82
gene_17091	156	139	117	137	121	140
gene_17092	298	277	403	198	426	251
gene_17093	3	0	0	3	2	6
gene_17094	41	26	36	36	50	42
gene_17095	9	11	16	9	10	6
gene_17096	0	0	8	1	0	11
gene_17097	3	3	0	8	6	0
gene_17098	1	0	0	0	0	12
gene_17099	12	13	10	27	27	22
gene_17100	22	27	32	28	34	20
gene_17101	10	18	13	13	11	13
gene_17102	18	14	18	9	11	13
gene_17103	121	107	111	63	111	81
gene_17104	1	5	0	1	2	0
gene_17105	0	0	0	0	0	1
gene_17106	173	86	225	170	97	113
gene_17107	18	26	13	14	23	9
gene_17108	5	11	18	12	6	3
gene_17109	16	0	8	0	1	0
gene_17110	22	20	27	10	18	21
gene_17111	1	3	2	9	25	32
gene_17112	1	1	0	0	1	0
gene_17113	0	0	0	0	0	0
gene_17114	29	70	93	48	13	43
gene_17115	342	285	197	272	359	389
gene_17116	91	84	111	105	102	102
gene_17117	22	52	81	68	40	26
gene_17118	99	101	95	143	93	144
gene_17119	172	188	161	162	196	187
gene_17120	107	203	170	137	151	159
gene_17121	62	99	95	72	90	89
gene_17122	3	1	3	7	5	0
gene_17123	245	252	196	133	205	245
gene_17124	0	7	13	0	0	0
gene_17125	7	0	3	24	0	22
gene_17126	0	1	0	2	1	1
gene_17127	48	86	65	63	67	71
gene_17128	0	0	0	0	0	0
gene_17129	2	35	5	5	44	2
gene_17130	0	0	0	0	1	1
gene_17131	0	5	3	0	1	1
gene_17132	30	31	41	34	31	22
gene_17133	82	138	129	70	130	77
gene_17134	117	99	148	135	106	110
gene_17135	1	1	9	2	1	7
gene_17136	104	207	71	158	181	102
gene_17137	18	6	11	6	2	18
gene_17138	5	8	11	3	5	1
gene_17139	123	155	132	89	138	140
gene_17140	3	1	8	35	2	2
gene_17141	0	0	25	0	15	14
gene_17142	20	13	0	0	16	8
gene_17143	8	12	6	4	5	16
gene_17144	44	76	76	76	60	58
gene_17145	3	18	2	10	5	10
gene_17146	8	8	14	15	3	20
gene_17147	0	3	4	0	1	1
gene_17148	1	0	0	0	0	13
gene_17149	2	0	0	1	0	3
gene_17150	5	9	0	2	1	3
gene_17151	97	398	344	123	390	120
gene_17152	1	5	2	0	2	1
gene_17153	35	53	42	47	35	39
gene_17154	37	47	42	41	41	32
gene_17155	5	12	12	10	2	10
gene_17156	5	17	12	3	1	7
gene_17157	37	64	50	71	65	69
gene_17158	1	0	27	2	0	4
gene_17159	3	4	3	39	40	98
gene_17160	0	3	0	1	5	0
gene_17161	48	30	45	30	53	55
gene_17162	71	75	24	98	202	27
gene_17163	0	5	1	0	0	0
gene_17164	16	19	17	17	18	17
gene_17165	258	302	255	209	356	167
gene_17166	87	84	67	87	66	66
gene_17167	87	66	98	69	84	70
gene_17168	83	36	34	70	129	56
gene_17169	0	0	1	1	5	2
gene_17170	35	218	222	8	69	12
gene_17171	0	0	4	1	1	0
gene_17172	0	0	0	1	0	0
gene_17173	1	0	0	1	1	0
gene_17174	73	66	182	73	65	146
gene_17175	0	1	1	1	0	0
gene_17176	2	25	7	10	9	15
gene_17177	25	5	22	43	18	47
gene_17178	546	453	310	429	353	511
gene_17179	6	12	6	10	1	4
gene_17180	107	89	171	100	133	92
gene_17181	98	56	140	136	112	125
gene_17182	13	63	21	26	39	42
gene_17183	10	11	0	6	2	0
gene_17184	1	1	3	1	4	5
gene_17185	271	256	249	259	251	274
gene_17186	14	7	7	12	14	11
gene_17187	0	1	3	0	3	1
gene_17188	83	65	88	96	87	84
gene_17189	112	184	55	100	138	61
gene_17190	77	61	103	65	82	87
gene_17191	187	149	149	148	147	77
gene_17192	11	6	10	6	14	1
gene_17193	127	150	302	75	173	222
gene_17194	3	2	2	0	2	5
gene_17195	100	48	86	99	39	45
gene_17196	43	44	45	46	52	27
gene_17197	32	31	18	43	88	26
gene_17198	41	40	49	41	27	49
gene_17199	30	104	44	18	19	96
gene_17200	143	113	151	138	174	138
gene_17201	47	53	44	55	60	56
gene_17202	21	104	47	97	105	79
gene_17203	14	11	23	30	41	21
gene_17204	42	43	66	47	41	45
gene_17205	1	0	0	2	0	0
gene_17206	62	53	50	53	65	59
gene_17207	116	88	108	78	98	127
gene_17208	23	28	14	37	29	4
gene_17209	2	0	5	1	3	4
gene_17210	110	71	61	116	9	48
gene_17211	0	9	0	3	3	1
gene_17212	10	4	0	6	23	15
gene_17213	0	0	9	1	4	0
gene_17214	12	8	2	6	8	11
gene_17215	1	0	0	1	1	0
gene_17216	32	57	14	17	14	24
gene_17217	0	9	0	4	0	26
gene_17218	28	49	29	32	26	37
gene_17219	0	0	1	1	1	0
gene_17220	4	1	1	0	0	1
gene_17221	0	0	0	0	5	0
gene_17222	118	152	119	139	81	113
gene_17223	1	4	0	1	0	0
gene_17224	5	12	0	5	1	0
gene_17225	18	15	20	43	37	48
gene_17226	8	8	5	7	4	15
gene_17227	102	76	105	87	75	80
gene_17228	107	100	45	91	57	56
gene_17229	0	0	1	0	0	1
gene_17230	12	26	18	9	16	8
gene_17231	3	1	2	3	5	4
gene_17232	211	234	46	79	136	282
gene_17233	285	435	506	450	574	515
gene_17234	63	36	21	60	41	49
gene_17235	102	86	94	126	130	140
gene_17236	2	0	0	1	1	4
gene_17237	145	123	196	146	178	221
gene_17238	66	50	74	72	53	45
gene_17239	0	1	2	1	1	0
gene_17240	2039	1854	2320	1587	1894	2048
gene_17241	1	4	3	17	8	3
gene_17242	22	16	16	16	9	10
gene_17243	46	34	53	35	38	48
gene_17244	1	6	13	1	7	1
gene_17245	105	40	69	81	57	58
gene_17246	0	1	1	4	1	0
gene_17247	0	0	1	0	0	0
gene_17248	236	187	159	434	275	377
gene_17249	0	0	13	65	0	3
gene_17250	126	101	127	128	132	138
gene_17251	855	1791	1732	1601	1600	3402
gene_17252	39	29	26	31	20	14
gene_17253	3	0	1	0	1	6
gene_17254	5	3	0	1	93	0
gene_17255	0	0	0	0	0	1
gene_17256	1	0	2	0	0	2
gene_17257	82	3	34	32	9	1
gene_17258	72	75	67	69	74	59
gene_17259	145	162	171	147	168	157
gene_17260	12	17	7	8	6	17
gene_17261	0	0	0	1	0	0
gene_17262	43	59	59	47	64	52
gene_17263	1	5	0	0	0	4
gene_17264	179	361	135	271	195	358
gene_17265	0	2	1	2	0	4
gene_17266	70	135	78	70	111	105
gene_17267	42	54	50	47	34	50
gene_17268	0	5	4	0	18	11
gene_17269	0	0	1	1	1	3
gene_17270	53	54	57	47	45	68
gene_17271	25	41	20	32	38	28
gene_17272	11	8	5	8	13	13
gene_17273	44	25	41	35	22	84
gene_17274	12	18	28	35	27	37
gene_17275	4	5	5	13	6	3
gene_17276	1	1	1	0	0	1
gene_17277	4	10	9	5	6	4
gene_17278	83	152	27	84	68	79
gene_17279	278	293	281	244	250	279
gene_17280	30	21	24	23	27	21
gene_17281	0	1	1	0	1	1
gene_17282	333	316	216	281	279	205
gene_17283	6	14	13	17	12	17
gene_17284	2	0	0	3	0	5
gene_17285	92	56	104	91	128	192
gene_17286	0	1	5	0	0	5
gene_17287	3	10	5	28	22	7
gene_17288	34	25	21	21	6	29
gene_17289	103	170	151	142	182	172
gene_17290	205	179	170	93	144	210
gene_17291	0	0	1	0	1	0
gene_17292	0	1	0	0	2	0
gene_17293	0	4	3	22	0	42
gene_17294	253	183	195	195	217	244
gene_17295	215	146	216	267	224	203
gene_17296	1	9	0	0	0	1
gene_17297	51	42	32	18	40	29
gene_17298	0	3	0	1	2	2
gene_17299	0	0	1	0	1	8
gene_17300	143	111	178	91	112	90
gene_17301	0	1	2	2	1	1
gene_17302	2	0	22	16	1	1
gene_17303	3	8	8	14	15	3
gene_17304	141	193	141	107	116	163
gene_17305	2	0	0	1	0	4
gene_17306	13	0	24	3	4	8
gene_17307	3	4	3	2	4	7
gene_17308	21	16	25	28	12	6
gene_17309	0	0	0	0	0	0
gene_17310	34	21	20	29	43	22
gene_17311	69	6	0	93	129	168
gene_17312	0	1	0	1	0	0
gene_17313	2	1	12	4	3	4
gene_17314	3	18	5	3	1	6
gene_17315	1	4	4	0	1	1
gene_17316	6	9	4	4	12	0
gene_17317	6	0	7	8	2	5
gene_17318	287	397	461	428	386	607
gene_17319	48	99	50	69	41	58
gene_17320	43	19	56	25	20	25
gene_17321	56	130	26	73	76	61
gene_17322	0	4	8	0	1	3
gene_17323	1	12	33	4	0	1
gene_17324	3	0	2	0	1	4
gene_17325	194	162	96	130	114	218
gene_17326	3	13	1	10	2	8
gene_17327	0	1	1	0	2	5
gene_17328	1	1	3	8	0	0
gene_17329	246	253	223	236	215	236
gene_17330	27	106	86	43	20	103
gene_17331	66	42	16	62	21	61
gene_17332	31	55	62	56	62	48
gene_17333	1	5	0	0	0	0
gene_17334	0	0	0	0	0	1
gene_17335	4	6	4	9	14	1
gene_17336	211	168	208	202	243	245
gene_17337	1359	1127	696	1231	607	840
gene_17338	10	16	18	11	33	3
gene_17339	5	1	0	0	3	0
gene_17340	0	0	0	0	1	2
gene_17341	57	81	77	58	50	113
gene_17342	0	68	0	10	2	7
gene_17343	1	1	8	1	7	6
gene_17344	63	79	95	63	99	54
gene_17345	4	1	12	4	8	4
gene_17346	100	75	50	49	94	83
gene_17347	0	0	0	0	3	0
gene_17348	29	16	12	19	13	26
gene_17349	53	62	48	35	50	36
gene_17350	12	10	19	10	15	36
gene_17351	1	0	0	1	1	0
gene_17352	2	3	0	1	5	11
gene_17353	1	3	0	2	0	0
gene_17354	3	9	2	0	5	15
gene_17355	59	36	102	98	63	58
gene_17356	99	159	110	101	129	120
gene_17357	3	44	9	24	14	17
gene_17358	17	41	24	15	14	8
gene_17359	2	5	6	1	3	0
gene_17360	81	79	103	68	72	99
gene_17361	1	4	74	44	15	21
gene_17362	0	0	1	0	0	0
gene_17363	11	16	9	13	15	19
gene_17364	16	13	15	13	28	17
gene_17365	108	231	213	182	153	229
gene_17366	183	388	328	274	337	171
gene_17367	25	16	11	18	9	15
gene_17368	49	34	46	41	31	18
gene_17369	1	5	20	14	8	0
gene_17370	245	260	269	199	196	215
gene_17371	46	83	63	79	35	62
gene_17372	8	6	4	21	4	14
gene_17373	69	123	68	81	63	102
gene_17374	6	3	0	0	4	0
gene_17375	5	1	2	1	1	0
gene_17376	0	0	1	1	0	0
gene_17377	27	111	34	90	55	45
gene_17378	28	43	36	35	51	36
gene_17379	1	0	0	20	0	0
gene_17380	1	1	0	0	2	1
gene_17381	0	4	0	1	0	0
gene_17382	160	39	1	10	0	12
gene_17383	0	0	1	2	1	1
gene_17384	25732	11608	18277	17295	25689	22843
gene_17385	0	1	0	1	0	1
gene_17386	23	27	29	34	28	33
gene_17387	71	71	80	100	82	95
gene_17388	4	1	1	4	3	1
gene_17389	6	3	20	0	15	2
gene_17390	0	1	2	0	0	2
gene_17391	19	14	18	15	5	51
gene_17392	252	343	287	403	293	343
gene_17393	36	4	10	7	6	7
gene_17394	10	6	10	4	12	9
gene_17395	23	25	10	29	27	26
gene_17396	9	10	20	4	18	11
gene_17397	721	927	859	469	565	362
gene_17398	340	286	99	231	118	312
gene_17399	124	117	139	149	124	107
gene_17400	125	100	112	102	85	86
gene_17401	239	182	323	236	298	282
gene_17402	17	16	34	32	21	22
gene_17403	101	75	116	37	127	58
gene_17404	24	7	17	23	14	35
gene_17405	10	4	10	11	11	7
gene_17406	106	120	123	102	130	102
gene_17407	1	0	1	1	1	0
gene_17408	601	467	275	610	272	587
gene_17409	5	1	0	0	0	7
gene_17410	195	175	489	122	314	176
gene_17411	15	36	8	18	7	19
gene_17412	12	25	0	26	15	2
gene_17413	3	5	4	4	3	6
gene_17414	179	154	120	185	132	192
gene_17415	17	19	8	27	7	31
gene_17416	0	0	0	0	1	1
gene_17417	30	40	10	21	37	31
gene_17418	23	27	18	29	12	21
gene_17419	10	3	6	7	6	0
gene_17420	67	53	35	53	52	49
gene_17421	58	43	49	59	53	52
gene_17422	151	133	138	121	148	117
gene_17423	10	9	7	12	12	13
gene_17424	18	29	24	24	19	25
gene_17425	37	57	47	38	32	47
gene_17426	48	114	116	59	116	105
gene_17427	71	81	72	94	111	66
gene_17428	143	108	198	87	103	158
gene_17429	36	6	2	5	22	21
gene_17430	45	22	9	20	16	25
gene_17431	24	11	22	26	22	21
gene_17432	40	30	7	67	5	22
gene_17433	84	77	90	75	95	91
gene_17434	19	8	12	15	4	5
gene_17435	2	2	3	0	2	1
gene_17436	404	387	473	352	452	338
gene_17437	5	8	23	30	11	55
gene_17438	63	28	61	37	34	28
gene_17439	2	30	1	28	1	0
gene_17440	0	1	1	0	0	0
gene_17441	49	64	71	68	73	161
gene_17442	43	78	16	57	61	42
gene_17443	149	171	133	182	154	160
gene_17444	40	51	47	62	41	40
gene_17445	12	15	8	12	9	3
gene_17446	9	5	3	2	7	3
gene_17447	15	13	12	15	15	14
gene_17448	15	23	22	13	24	21
gene_17449	0	0	0	0	0	0
gene_17450	190	196	219	166	191	211
gene_17451	10	11	7	4	0	6
gene_17452	6	2	1	0	2	0
gene_17453	0	0	0	0	2	0
gene_17454	0	2	16	1	5	0
gene_17455	9	12	6	11	12	8
gene_17456	186	65	68	59	125	88
gene_17457	4	9	0	0	0	0
gene_17458	10	11	14	18	10	10
gene_17459	50	82	45	51	68	80
gene_17460	7	4	7	8	10	3
gene_17461	37	55	50	57	49	53
gene_17462	640	923	917	1064	1144	759
gene_17463	26	23	28	18	18	19
gene_17464	1	1	0	0	0	0
gene_17465	149	128	112	75	49	92
gene_17466	1	7	0	0	6	3
gene_17467	119	86	70	119	103	70
gene_17468	0	4	1	0	0	0
gene_17469	16	33	13	25	15	3
gene_17470	1	2	6	1	2	8
gene_17471	12	26	59	59	31	138
gene_17472	56	35	52	71	18	109
gene_17473	3	7	4	4	7	4
gene_17474	173	146	91	153	112	78
gene_17475	183	130	216	198	148	293
gene_17476	0	1	0	0	0	0
gene_17477	5	0	0	0	0	6
gene_17478	116	278	147	252	84	124
gene_17479	15	3	0	10	5	6
gene_17480	66	44	158	33	80	139
gene_17481	130	67	116	123	76	104
gene_17482	221	38	26	252	20	114
gene_17483	18	2	17	10	13	16
gene_17484	3312	3816	2931	3284	2097	3238
gene_17485	4	0	15	0	6	11
gene_17486	7	11	2	9	4	7
gene_17487	99	92	142	120	145	108
gene_17488	12	29	18	40	22	43
gene_17489	15	19	20	17	15	25
gene_17490	48	60	77	59	43	65
gene_17491	0	15	32	464	6	276
gene_17492	11	30	36	22	38	18
gene_17493	154	132	147	95	176	122
gene_17494	82	86	76	124	88	72
gene_17495	4	0	0	3	8	11
gene_17496	49	47	55	67	71	42
gene_17497	0	0	2	7	6	8
gene_17498	64	27	39	19	44	58
gene_17499	5	4	0	12	4	0
gene_17500	46	50	38	28	49	37
gene_17501	35	34	35	33	69	71
gene_17502	18	33	7	16	18	5
gene_17503	26	19	13	9	11	9
gene_17504	3	2	2	0	0	0
gene_17505	32	26	8	13	32	23
gene_17506	27	32	20	20	20	11
gene_17507	1	2	2	2	5	0
gene_17508	27	40	15	20	13	19
gene_17509	13	41	30	0	1	25
gene_17510	48	63	70	21	26	60
gene_17511	0	1	0	9	5	4
gene_17512	2	1	0	0	0	0
gene_17513	1	1	1	0	1	0
gene_17514	31	63	23	18	33	18
gene_17515	20	37	27	34	21	28
gene_17516	498	283	332	337	279	386
gene_17517	15	4	18	4	0	0
gene_17518	3	0	23	1	4	0
gene_17519	79	103	67	98	60	68
gene_17520	15	58	27	74	25	76
gene_17521	654	652	519	609	404	533
gene_17522	1	6	1	0	5	1
gene_17523	57	46	72	54	65	54
gene_17524	12	10	27	35	33	18
gene_17525	3	0	5	1	0	0
gene_17526	42	16	2	29	5	31
gene_17527	0	0	2	0	0	1
gene_17528	0	4	4	8	3	1
gene_17529	7	4	1	10	9	6
gene_17530	2	0	0	4	0	1
gene_17531	21	1	1	0	1	2
gene_17532	2	4	11	2	1	1
gene_17533	39	23	133	25	28	2
gene_17534	0	4	1	2	3	0
gene_17535	1	0	0	0	4	0
gene_17536	38	22	27	20	14	9
gene_17537	81	48	51	90	40	61
gene_17538	3	1	1	1	4	0
gene_17539	1	23	5	1	13	12
gene_17540	109	24	27	8	35	48
gene_17541	10	7	13	9	10	6
gene_17542	0	0	1	7	2	3
gene_17543	2	3	6	4	13	11
